25, Private, 226802, 11th, 7, Never-married, Machine-op-inspct, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
25, Private, 257910, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
37, Private, 94331, 12th, 8, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
26, Private, 250261, 1st-4th, 2, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 55, Mexico, <=50K.
32, Private, 97359, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
53, State-gov, 121294, 7th-8th, 4, Married-spouse-absent, Other-service, Unmarried, White, Female, 0, 0, 45, Poland, <=50K.
49, Self-emp-inc, 211020, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 50, United-States, >50K.
65, Self-emp-inc, 116057, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 6723, 0, 40, United-States, <=50K.
52, Private, 469005, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K.
30, Local-gov, 197886, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
40, Private, 379917, Assoc-voc, 11, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 32, United-States, <=50K.
28, Private, 30912, Assoc-acdm, 12, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
28, Private, 206889, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
45, Self-emp-not-inc, 87490, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 50, United-States, >50K.
40, Local-gov, 241851, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
42, Private, 155899, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K.
77, Local-gov, 120408, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 20, United-States, <=50K.
64, Private, 77884, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K.
43, Private, 162887, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, United-States, >50K.
30, Private, 154843, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, India, <=50K.
43, Local-gov, 115511, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 2002, 40, United-States, <=50K.
40, Private, 121492, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 48, United-States, <=50K.
31, Private, 103596, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, >50K.
25, Private, 457070, 7th-8th, 4, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 45, United-States, <=50K.
19, Private, 73461, HS-grad, 9, Never-married, Tech-support, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
41, Self-emp-inc, 153078, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 1887, 70, South, >50K.
51, Private, 194788, 10th, 6, Divorced, Adm-clerical, Other-relative, White, Female, 0, 0, 30, United-States, <=50K.
31, Self-emp-not-inc, 203181, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, <=50K.
35, Private, 230279, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
52, Private, 89041, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K.
41, State-gov, 92717, Some-college, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 1504, 40, United-States, <=50K.
27, Private, 257033, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 60, United-States, <=50K.
40, Private, 145166, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 4064, 0, 40, United-States, <=50K.
38, Private, 20308, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K.
27, Private, 38353, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
25, Private, 133373, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, >50K.
20, Private, 166302, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
17, Private, 333304, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
31, Local-gov, 265706, Bachelors, 13, Never-married, Protective-serv, Not-in-family, White, Male, 4650, 0, 40, United-States, <=50K.
65, Self-emp-not-inc, 111916, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 10, United-States, >50K.
62, State-gov, 213700, Doctorate, 16, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
39, Private, 276559, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 2444, 45, United-States, >50K.
36, Private, 36989, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K.
59, Private, 181566, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 4508, 0, 40, United-States, <=50K.
23, Private, 202920, Assoc-voc, 11, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, Germany, <=50K.
32, Self-emp-not-inc, 24529, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, >50K.
22, Private, 137320, HS-grad, 9, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
28, Private, 160510, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, United-States, >50K.
19, Private, 233779, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
54, State-gov, 276005, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K.
36, Self-emp-inc, 192251, Some-college, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 1902, 15, United-States, >50K.
50, Private, 274528, HS-grad, 9, Divorced, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K.
17, Private, 23856, 11th, 7, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 20, United-States, <=50K.
53, Private, 175220, Bachelors, 13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 7688, 0, 48, Taiwan, >50K.
41, Self-emp-not-inc, 233150, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, <=50K.
26, Private, 153169, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
59, Federal-gov, 298449, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 43, United-States, <=50K.
17, Private, 188949, 11th, 7, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
30, Private, 157911, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K.
33, Private, 243330, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 55, United-States, <=50K.
40, Private, 271343, Some-college, 10, Separated, Tech-support, Own-child, White, Female, 0, 0, 32, United-States, <=50K.
48, Private, 45564, Assoc-voc, 11, Divorced, Prof-specialty, Not-in-family, White, Male, 4650, 0, 50, United-States, <=50K.
47, Private, 262043, Bachelors, 13, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
38, Private, 103323, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
30, Self-emp-not-inc, 96480, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 60, United-States, >50K.
47, Private, 154117, HS-grad, 9, Separated, Craft-repair, Other-relative, White, Female, 0, 0, 40, United-States, <=50K.
41, Private, 151856, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K.
20, Private, 132053, HS-grad, 9, Never-married, Adm-clerical, Other-relative, White, Female, 0, 1719, 40, United-States, <=50K.
29, Private, 199118, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, Guatemala, <=50K.
36, Self-emp-not-inc, 119272, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 38, United-States, <=50K.
18, Private, 209792, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
35, Private, 185084, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 48, United-States, >50K.
41, Private, 230931, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 40, Puerto-Rico, <=50K.
23, Private, 162282, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
39, Self-emp-not-inc, 185366, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, >50K.
46, Private, 93557, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
45, Private, 160428, Assoc-acdm, 12, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 43, United-States, <=50K.
53, Private, 159650, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
54, Local-gov, 137678, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K.
48, Self-emp-not-inc, 56841, Some-college, 10, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
32, Self-emp-not-inc, 33124, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
31, Private, 219117, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 5455, 0, 60, United-States, <=50K.
43, Private, 208045, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K.
43, Private, 128578, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 60, United-States, >50K.
28, Private, 351731, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 50, United-States, <=50K.
46, Private, 201694, Assoc-acdm, 12, Separated, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
34, Private, 205152, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
25, Private, 190107, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K.
23, Federal-gov, 244480, Some-college, 10, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 15, United-States, <=50K.
32, Private, 347112, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K.
37, Federal-gov, 106297, HS-grad, 9, Divorced, Handlers-cleaners, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
36, Private, 128516, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K.
27, Private, 55950, Some-college, 10, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
29, Private, 324505, Some-college, 10, Separated, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
42, Private, 130760, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
24, Local-gov, 174413, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 1974, 40, United-States, <=50K.
22, Private, 144238, 11th, 7, Never-married, Farming-fishing, Own-child, White, Female, 0, 0, 38, United-States, <=50K.
47, Private, 193047, Doctorate, 16, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K.
43, Private, 300099, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
56, Self-emp-not-inc, 42166, Bachelors, 13, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K.
54, Private, 171924, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, Canada, >50K.
50, Private, 201984, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
29, Private, 306420, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K.
32, Self-emp-not-inc, 46746, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 65, United-States, <=50K.
37, Private, 185325, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 44, United-States, <=50K.
30, Private, 201697, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K.
30, Private, 181372, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K.
39, Private, 112077, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
23, Private, 370057, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
32, Private, 72591, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
37, Local-gov, 105803, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K.
20, Private, 198478, HS-grad, 9, Never-married, Farming-fishing, Other-relative, White, Male, 0, 0, 40, United-States, <=50K.
33, Private, 119017, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 50, United-States, <=50K.
42, Private, 138872, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 99, United-States, <=50K.
56, Federal-gov, 97213, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K.
40, Private, 36556, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, <=50K.
38, State-gov, 200904, 10th, 6, Separated, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
49, Private, 186256, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5013, 0, 30, United-States, <=50K.
18, Private, 115815, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, England, <=50K.
42, Private, 308770, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States, >50K.
25, Local-gov, 187792, Some-college, 10, Divorced, Protective-serv, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
38, Private, 233571, Some-college, 10, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 1902, 40, United-States, >50K.
26, Private, 131913, Bachelors, 13, Never-married, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K.
26, Private, 31558, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 90, United-States, >50K.
33, Private, 255004, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 2354, 0, 61, United-States, <=50K.
25, Local-gov, 315287, Some-college, 10, Never-married, Protective-serv, Other-relative, Black, Male, 0, 0, 40, Trinadad&Tobago, <=50K.
18, Private, 182545, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, Black, Male, 0, 0, 40, United-States, <=50K.
59, Private, 750972, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
69, Self-emp-not-inc, 505365, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 6514, 0, 45, United-States, >50K.
22, Local-gov, 177475, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
40, Private, 203761, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
40, Self-emp-not-inc, 36104, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
33, Self-emp-inc, 179708, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
51, Self-emp-inc, 77392, 10th, 6, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, >50K.
59, Local-gov, 173992, HS-grad, 9, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 35, United-States, <=50K.
20, Private, 119665, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
37, Private, 188391, Assoc-acdm, 12, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 46, United-States, <=50K.
51, Private, 326005, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, England, >50K.
24, Private, 203203, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K.
59, Private, 64102, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K.
21, Private, 169188, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 35, United-States, <=50K.
45, Private, 385793, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 40, Mexico, <=50K.
25, Private, 390537, Some-college, 10, Never-married, Sales, Unmarried, White, Female, 0, 0, 25, El-Salvador, <=50K.
29, Private, 115677, 11th, 7, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 42, United-States, <=50K.
22, Private, 230248, Assoc-acdm, 12, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K.
72, Private, 108038, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, Cuba, >50K.
39, Local-gov, 282461, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K.
36, Private, 184659, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 40, United-States, >50K.
65, Private, 182470, Assoc-voc, 11, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K.
63, Private, 458609, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 3674, 0, 30, United-States, <=50K.
58, Private, 104476, Some-college, 10, Separated, Adm-clerical, Not-in-family, White, Female, 0, 1092, 40, United-States, <=50K.
27, Private, 200802, Assoc-voc, 11, Separated, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
58, Private, 170608, 10th, 6, Separated, Protective-serv, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
52, Private, 197322, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
37, Private, 118358, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K.
29, Private, 131045, Assoc-voc, 11, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
30, Private, 110083, Assoc-voc, 11, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
32, Private, 335569, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
47, Private, 167159, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K.
50, Private, 170326, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
39, Private, 319052, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Wife, Asian-Pac-Islander, Female, 0, 0, 37, Philippines, <=50K.
57, Private, 174662, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
40, Private, 110732, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 50, United-States, <=50K.
27, Federal-gov, 409815, Some-college, 10, Divorced, Adm-clerical, Other-relative, Black, Female, 0, 0, 50, United-States, <=50K.
28, Private, 79874, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 37, United-States, <=50K.
49, Private, 116641, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 15024, 0, 35, United-States, >50K.
33, Private, 87209, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K.
46, Self-emp-not-inc, 142222, Some-college, 10, Separated, Exec-managerial, Unmarried, White, Female, 1151, 0, 60, United-States, <=50K.
50, Local-gov, 120521, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male, 0, 0, 50, United-States, >50K.
43, Self-emp-not-inc, 247752, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K.
26, Private, 34161, Some-college, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
33, Private, 589155, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, <=50K.
50, Private, 149784, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
38, Private, 402522, 1st-4th, 2, Divorced, Farming-fishing, Unmarried, White, Male, 0, 0, 40, Thailand, <=50K.
28, Private, 228346, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K.
21, Private, 415755, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K.
38, Private, 289653, Bachelors, 13, Divorced, Sales, Unmarried, White, Male, 0, 0, 45, United-States, >50K.
17, Private, 165018, 10th, 6, Never-married, Sales, Own-child, White, Female, 0, 0, 10, United-States, <=50K.
19, Private, 322866, HS-grad, 9, Never-married, Other-service, Own-child, Black, Female, 0, 0, 40, United-States, <=50K.
45, Self-emp-not-inc, 244813, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, United-States, >50K.
27, Private, 538193, 11th, 7, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 50, United-States, <=50K.
45, Private, 256367, 12th, 8, Divorced, Farming-fishing, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K.
46, Private, 95864, Some-college, 10, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
57, Self-emp-not-inc, 291167, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K.
39, Private, 126569, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, Poland, <=50K.
34, Private, 128016, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 99999, 0, 40, United-States, >50K.
26, Private, 246156, 10th, 6, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 24, Honduras, <=50K.
44, Private, 346081, HS-grad, 9, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K.
38, Local-gov, 156383, Some-college, 10, Never-married, Protective-serv, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
49, Private, 151267, Assoc-voc, 11, Divorced, Prof-specialty, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
41, Local-gov, 249039, HS-grad, 9, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K.
52, Federal-gov, 157454, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
30, Private, 143540, 9th, 5, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K.
72, State-gov, 120733, 7th-8th, 4, Widowed, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K.
48, Private, 344381, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 42, United-States, >50K.
32, Private, 149787, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K.
22, Private, 268525, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K.
24, Private, 396099, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K.
24, Private, 221442, Some-college, 10, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 36, United-States, <=50K.
55, Private, 115198, 9th, 5, Married-civ-spouse, Transport-moving, Wife, White, Female, 0, 0, 48, United-States, <=50K.
48, Federal-gov, 102359, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K.
42, Local-gov, 298885, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Male, 0, 0, 40, United-States, <=50K.
34, Private, 93213, Masters, 14, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 30, United-States, <=50K.
40, Private, 130760, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 42, United-States, <=50K.
39, Self-emp-inc, 31709, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 20, United-States, >50K.
45, Private, 192053, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K.
21, Private, 95918, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 43, Germany, <=50K.
36, Self-emp-inc, 132879, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1887, 40, United-States, >50K.
28, Private, 64940, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 40, United-States, <=50K.
57, Private, 106910, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K.
22, Private, 210474, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K.
31, Local-gov, 393965, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 8, United-States, <=50K.
23, Local-gov, 117789, Assoc-voc, 11, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K.
35, Self-emp-not-inc, 134498, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 45, United-States, >50K.
28, Private, 212068, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 1980, 40, United-States, <=50K.
27, Private, 169544, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, <=50K.
37, Private, 261241, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1485, 50, United-States, <=50K.
33, Private, 252646, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K.
56, Private, 161944, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K.
50, Self-emp-inc, 249644, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K.
